Course Code,Course Code Change,Title,Title Change,NEW,REV,DEL,Unit,Unit Change,Transferability,Transferability Status,Comments,Effective Date,Published COR
MUSIC116,,"Survey And History Of Rock, Pop And Soul Music","Survey and History of Rock, Pop, and Soul Music",,X,,3.0,,Transferable to both UC and CSU,Approved,"Transcript Abbreviation, Course Title",2025 Fall,
MUSIC141,,Jazz Appreciation,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Summer,
MUSIC217-1,,Musicianship I,,,X,,1.0,,Transferable to both UC and CSU,,"Course Code Suffix, Indicate DE Approval in Affiliated Programs, Course Transfer Status, Deactivate Course",2025 Fall,
MUSIC321,,Elementary Piano I,,,X,,2.0,,Transferable to both UC and CSU,Approved,"Transfer Status, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
MUSIC322,,Elementary Piano II,,,X,,2.0,,Transferable to both UC and CSU,Approved,"Transfer Status, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
MUSIC323,,Elementary Piano III,,,X,,2.0,,Transferable to both UC and CSU,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
MUSIC324,,Elementary Piano IV,,,X,,2.0,,Transferable to CSU only,,,2025 Fall,
MUSIC324,,Elementary Piano IV,,,X,,2.0,,Transferable to both UC and CSU,Approved,"Transfer Status, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2026 Winter,
MUSIC341,,Intermediate Piano,,,X,,2.0,,Transferable to both UC and CSU,Approved,"Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
MUSIC411,,Elementary Voice I,,,X,,2.0,,Transferable to both UC and CSU,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
MUSIC412,,Elementary Voice II,,,X,,2.0,,Transferable to both UC and CSU,Approved,"Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
MUSIC413,,Elementary Voice III,,,X,,2.0,,Transferable to both UC and CSU,Approved,"Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
MUSIC414,,Elementary Voice IV,,,X,,2.0,,Transferable to both UC and CSU,Pending,"Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
MUSIC501,,College Choir,,,X,,1.0,,Transferable to CSU only,Approved,"Transfer Status, Course Prerequisites, Corequisites, Antirequisites, and Advisories, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Summer,
MUSIC561,,Chamber Chorale,,,X,,1.0,,Transferable to CSU only,Approved,"Transfer Status, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Summer,
NRS-HCA056,,Essential Practical Skills for Nurse Assistants,,,X,,1.0,,Transferable to CSU only,Approved,Course Transfer Status,2024 Fall,
NRS-HCA399A,,Nurse Assistant Training Program,,,X,,6.0,,Transferable to CSU only,Approved,"College Catalog Course Description, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
NRS-HCA399A,,Nurse Assistant Training Program,,,X,,6.0,,Transferable to CSU only,Approved,"College Catalog Course Description, Indicate DE Approval in Affiliated Programs",2026 Winter,
NRS-HCA399B,,Home Health Aide Training Program,,,X,,2.0,,Transferable to CSU only,Approved,"College Catalog Course Description, Course Prerequisites, Corequisites, Antirequisites, and Advisories, Course Transfer Status",2024 Fall,
NURSING090,,Fundamental Nursing Skills Laboratory,Fundamental Vocational Nursing Skills Laboratory,,X,,1.0,,Transferable to CSU only,Approved,"Transcript Abbreviation, Course Title, Course Transfer Status",2024 Fall,
NURSING071,NURSING091,Fundamentals of Patient Care for Vocational Nurses,Fundamentals of Patient Care for Vocational Nursing,,X,,10.0,,Transferable to CSU only,Approved,"Course Number, Course Title, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
NURSING072,NURSING092,Medication Administration for Vocational Nurses,Medication Administration for Vocational Nursing,,X,,3.0,1.0,Transferable to CSU only,Approved,"Course Number, Course Title, Maximum Units, Minimum Units, Course Control Number, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
NURSING093,,Maternity and Pediatric for Vocational Nursing,,X,,,3.5,,Transferable to CSU only,Approved,,2024 Fall,
NURSING073,NURSING094,Intermediate Nursing Skills Laboratory,Intermediate Vocational Nursing Skills Laboratory,,X,,1.0,,Transferable to CSU only,Approved,"Course Number, Transcript Abbreviation, Course Title, Course Transfer Status",2024 Fall,
NURSING074,NURSING095,Intermediate Vocational Nursing,,,X,,10.0,,Transferable to CSU only,Approved,"Course Number, Course Objectives, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
NURSING075,NURSING096,Mental Health Nursing For Vocational Nurses,Mental Health For Vocational Nursing,,X,,2.0,,Transferable to CSU only,Approved,"Course Number, Transcript Abbreviation, Course Title, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
NURSING076,NURSING097,Advanced Vocational Nursing Leadership and Medical-Surgical Nursing,,,X,,10.0,9.0,Transferable to CSU only,Approved,"Course Number, Maximum Units, Minimum Units, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
NURSING098,,Vocational Nursing Licensure Prep,,X,,,0.5,,Transferable to CSU only,Approved,,2025 Spring,
NUTRTN001,,Careers in Nutrition and Foods,,,X,,1.0,,Transferable to CSU only,Approved,Course Objectives,2026 Spring,
NUTRTN018,,Nutrition for Sport and Performance,,X,,,2.0,,Transferable to both UC and CSU,Pending,,2025 Fall,
NUTRTN021,,Nutrition,Introduction to Nutrition Science,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Title, College Catalog Course Description, Transfer Status, Course Objectives",2025 Fall,
NUTRTN024,,Introduction to Food Science,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Transfer Status, Course Prerequisites, Corequisites, Antirequisites, and Advisories, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
NUTRTN024,,Introduction to Food Science,,,X,,3.0,,Transferable to both UC and CSU,Approved,Course Objectives,2026 Spring,
OLD ADL051CE,,Feeling Fit For Seniors,,X,,,0.0,,,,,2025 Summer,
PHILOS005,,Critical Thinking And Composition,Critical Thinking and Composition,,X,,3.0,,Transferable to both UC and CSU,Approved,Course Title,2025 Fall,
PHILOS009,,Symbolic Logic I,,,X,,3.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, Course General Education Status, Indicate DE Approval in Affiliated Programs",2025 Fall,
PHILOS012,,History Of Greek Philosophy,,,X,,0.0,3.0,Transferable to both UC and CSU,Pending,"Course Code Suffix, Transcript Abbreviation, College Catalog Course Description, Course General Education Status, Maximum Units, Minimum Units, CSLOs, Course Objectives, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs",2025 Fall,
PHILOS033,,Comparative Survey Of World Religions,,,X,,3.0,,Transferable to both UC and CSU,Approved,"CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
PHOTO007,,Exploring Digital Photography,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Transfer Status, Course Prerequisites, Corequisites, Antirequisites, and Advisories, CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
PHOTO010,,Beginning Photography,,,X,,3.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, Course Prerequisites, Corequisites, Antirequisites, and Advisories, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
PHOTO015,,Fundamentals of Portraiture,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories",2025 Spring,
PHOTO016,,Fundamental Commercial Photography,,,X,,3.0,,Transferable to CSU only,Approved,,2025 Summer,
PHOTO107,,Intermediate Digital Photography,,,X,,3.0,,Transferable to CSU only,Approved,,2025 Summer,
PHRMCTK021,,Retail Products For Pharmacy Clerks,,,X,,3.0,,Transferable to CSU only,Approved,,2025 Fall,
PHRMCTK023,,Introduction To Pharmacy,,,X,,2.0,,Transferable to CSU only,Approved,,2025 Fall,
PHRMCTK028,,Introduction to Inpatient Pharmacy & Sterile Products,,X,,,2.0,,Transferable to CSU only,Approved,,2024 Fall,
PHRMCTK029,,Body Systems I,,,X,,3.0,,Transferable to CSU only,Approved,Course Transfer Status,2025 Fall,
PHRMCTK030,,Body System II,,,X,,3.0,,Transferable to CSU only,Approved,,2025 Fall,
PHRMCTK031,,Pharmacy Calculations,,,X,,2.0,,Transferable to CSU only,Approved,,2025 Fall,
PHRMCTK032,,Pharmacy Operations,,,X,,4.5,,Transferable to CSU only,Approved,,2025 Fall,
PHRMCTK034,,Community Pharmacy Externship,,,X,,2.5,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories",2024 Fall,
PHYS SC014,,Physical Science Laboratory,,,X,,1.0,,Transferable to both UC and CSU,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Winter,
POL SCI001,POLSC1000,The Government Of The United States,American Government and Politics,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Identifier (Subject Abbreviation, Number and Suffix), Course Number, Transcript Abbreviation, Course Title, College Catalog Course Description, Course Objectives, Indicate DE Approval in Affiliated Programs",2025 Fall,
PROFBKG122,,"Artesan Breads, Specialty Breads","Artisanal Breads, Specialty Breads",,X,," - ",6.0,,,"Course Code Suffix, Transcript Abbreviation, Course Title, Taxonomy of Programs (TOP) Code, College Catalog Course Description, Standard Accountability Measure (SAM) Code, Course General Education Status, Maximum Units, Minimum Units, Extra Duties, Course Prerequisites, Corequisites, Antirequisites, and Advisories, CSLOs, Course Objectives, Course Control Number, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
PROFBKG130,,"Chocolate, Confections, Dec & Showpieces",,X,,,3.0,,,,,2025 Fall,
PROFBKG135,,Specialty Cakes,,X,,,3.0,,,,,2025 Fall,
PROFBKG220,,Viennoiserie I,,X,,,3.0,,,,,2025 Fall,
PSYCH001,PSYCC1000,Introductory Psychology,Introduction to Psychology,,X,,3.0,,Transferable to both UC and CSU,Pending,"Course Identifier (Subject Abbreviation, Number and Suffix), Course Number, Transcript Abbreviation, Course Title, College Catalog Course Description, Course Prerequisites, Corequisites, Antirequisites, and Advisories, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
PSYCH002,,Biological Psychology,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
PSYCH013,,Social Psychology,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
PSYCH013,,Social Psychology,,,X,,3.0,,Transferable to both UC and CSU,Approved,,2026 Spring,
PSYCH052,,Psychological Aspects Of Human Sexuality,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
REAL ES001,,Real Estate Principles,,,X,,3.0,,Transferable to CSU only,Approved,"Course Objectives, Course Transfer Status",2025 Spring,
REAL ES003,,Real Estate Practices,,,X,,3.0,,Transferable to CSU only,Approved,Course Transfer Status,2025 Spring,
REAL ES005,,Legal Aspects Of Real Estate I,,,X,,3.0,,Transferable to CSU only,Approved,"Course Objectives, Course Transfer Status",2025 Spring,
SOC002,,American Social Problems,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2026 Winter,
SOC003,,Crime And Delinquency,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs",2026 Winter,
SOC004,,Sociological Analysis,,,X,,3.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, Course General Education Status, Course Prerequisites, Corequisites, Antirequisites, and Advisories, CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
SOC011,,Race And Ethnic Relations,,,X,,3.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, CSLOs, Course Objectives, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
SOC013,,Society And Personality,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2026 Winter,
SOC013,,Society And Personality,,,X,,3.0,,Transferable to both UC and CSU,Approved,,2026 Summer,
SOC028,,The Family: A Sociological Approach,,,X,,3.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2026 Winter,
SOC031,,Sociology Of Gender,,,X,,3.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2026 Winter,
SOC185,,Directed Study - Sociology,,,X,,1.0,,Transferable to CSU only,Approved,"College Catalog Course Description, CSLOs, Course Objectives",2026 Winter,
SPANISH001,,Elementary Spanish I,,,X,,5.0,,Transferable to both UC and CSU,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
SPANISH001,,Elementary Spanish I,,,X,,5.0,,Transferable to both UC and CSU,Approved,,2026 Spring,
SPANISH002,,Elementary Spanish II,,,X,,5.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Winter,
SPANISH002,,Elementary Spanish II,,,X,,5.0,,Transferable to both UC and CSU,Approved,,2026 Spring,
SPANISH003,,Intermediate Spanish I,,,X,,5.0,,Transferable to both UC and CSU,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Winter,
SPANISH003,,Intermediate Spanish I,,,X,,5.0,,Transferable to both UC and CSU,Approved,,2026 Spring,
SPANISH004,,Intermediate Spanish II,,,X,,5.0,,Transferable to both UC and CSU,Approved,"Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Winter,
SPANISH004,,Intermediate Spanish II,,,X,,5.0,,Transferable to both UC and CSU,Approved,,2026 Spring,
SPANISH005,,Advanced Spanish Through Latin American Literature,,,X,,5.0,,Transferable to both UC and CSU,Approved,"CSLOs, Course Objectives, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Winter,
SPANISH005,,Advanced Spanish Through Latin American Literature,,,X,,5.0,,Transferable to both UC and CSU,Approved,,2026 Spring,
SPANISH006,,Advanced Spanish Through Spanish Literature,,,X,,5.0,,Transferable to both UC and CSU,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Winter,
SPANISH006,,Advanced Spanish Through Spanish Literature,,,X,,5.0,,Transferable to both UC and CSU,Approved,,2026 Spring,
SPANISH011,,Great Books Of Spanish Literature,,X,,,3.0,,Transferable to both UC and CSU,Approved,,2024 Fall,
SPANISH012,,Survey of Mexican Literature,,X,,,3.0,,Transferable to both UC and CSU,Approved,,2024 Fall,
SPANISH015,,Great Books of Latin American Literature,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs",2024 Fall,
SPANISH015,,Great Books of Latin American Literature,,,X,,3.0,,Transferable to both UC and CSU,Approved,,2026 Spring,
SPANISH024,,Spanish For Medical Personnel,,,X,,3.0,,Transferable to CSU only,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Winter,
SPANISH035,,Spanish For Spanish Speakers I,,,X,,5.0,,Transferable to both UC and CSU,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Winter,
SPANISH035,,Spanish For Spanish Speakers I,,,X,,5.0,,Transferable to both UC and CSU,Approved,,2026 Spring,
SPANISH036,,Spanish For Spanish Speakers II,,,X,,5.0,,Transferable to both UC and CSU,Approved,"Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Winter,
SPANISH036,,Spanish For Spanish Speakers II,,,X,,5.0,,Transferable to both UC and CSU,Approved,,2026 Spring,
SPANISH037,,Composition And Conversation For Spanish Speakers,,,X,,5.0,,Transferable to both UC and CSU,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
MATH227,STATC1000,Statistics,Introduction to Statistics,,X,,4.0,,Transferable to both UC and CSU,Approved,"Course Identifier (Subject Abbreviation, Number and Suffix), Course Number, Transcript Abbreviation, Course Title, College Catalog Course Description, Course Objectives",2025 Fall,
MATH227S,STATC1000E,Statistics with Support,Introduction to Statistics,,X,,4.0,,Transferable to both UC and CSU,Pending,"Course Identifier (Subject Abbreviation, Number and Suffix), Course Number, Course Code Suffix, Transcript Abbreviation, Course Title, College Catalog Course Description, Course Objectives",2025 Fall,
TECTHTR342,,Technical Stage Production,,,X,,2.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
THEATER100,,Introduction to the Theater,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Summer,
THEATER110,,History Of The World Theater,History of World Theater I,,X,,3.0,,Transferable to both UC and CSU,Approved,"Transcript Abbreviation, Course Title",2026 Fall,
THEATER185,,Directed Study - Theater,,,X,,1.0,,Transferable to CSU only,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
THEATER200,,Introduction To Acting,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
THEATER271,,Intermediate Acting,,,X,,3.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
THEATER272,,Intermediate Applied Acting,,,X,,3.0,,Transferable to both UC and CSU,Pending,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
THEATER272,,Intermediate Applied Acting,,,X,,3.0,,Transferable to both UC and CSU,Approved,Course Transfer Status,2026 Summer,
THEATER273,,Advanced Acting,,X,,,3.0,,Transferable to both UC and CSU,Pending,,2026 Spring,
THEATER285,,Directed Study - Theater,,,X,,2.0,,Transferable to CSU only,Approved,"College Catalog Course Description, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
THEATER291,,Rehearsals And Performances I,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
THEATER292,,Rehearsals And Performances II,,,X,,2.0,,Transferable to both UC and CSU,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
THEATER293,,Rehearsals And Performances III,,,X,,3.0,,Transferable to both UC and CSU,Approved,"CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
THEATER293,,Rehearsals And Performances III,,,X,,3.0,,Transferable to both UC and CSU,Approved,,2026 Fall,
THEATER300,,Introduction To Stage Craft,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
THEATER310,,Introduction To Theatrical Lighting,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
THEATER315,,Introduction To Theatrical Scenic Design,,,X,,3.0,,Transferable to both UC and CSU,,Transcript Abbreviation,2024 Fall,
THEATER315,,Introduction To Theatrical Scenic Design,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Winter,
THEATER405,,Costume Design,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
THEATER450,,Beginning Stage Make-Up,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
VOC ED002CE,,In-Home Supportive Service Providers,,,X,,0.0,,,,,2025 Fall,
VOC ED110CE,,Pathway to Biotechnology,,,X,,0.0,,,,,2024 Fall,
VOC ED175CE,,Cloud Literacy,,,X,,0.0,,,,Indicate DE Approval in Affiliated Programs,2025 Fall,
VOC ED176CE,,Communication Management and Scheduling,,,X,,0.0,,,,"Transcript Abbreviation, Indicate DE Approval in Affiliated Programs",2026 Winter,
VOC ED208CE,,IHSS: Care for People with Dementia,,X,,,0.0,,,,,2025 Summer,
VOC ED214CE,,Advanced Lifelong Fitness Center,,X,,,0.0,,,,,2025 Summer,
VOC ED242CE,,Banquet Server Skills Training,,X,,,0.0,,,,,2025 Summer,
VOC ED246CE,,Restaurant Server Skills Training,,X,,,0.0,,,,,2025 Summer,
VOC ED247CE,,Kitchen Steward Skills Training,,X,,,0.0,,,,,2025 Summer,
VOC ED281CE,,Exploring Computer Science Information Technology Careers,,,X,,0.0,,,,"Transcript Abbreviation, Indicate DE Approval in Affiliated Programs",2025 Winter,
VOC ED291CE,,STEM Exploration Camp,,X,,,0.0,,,,,2025 Winter,
VOC ED291CE,,STEM Exploration Camp,,,X,,0.0,,,,Course Objectives,2026 Winter,
VOC ED292CE,,Robotics Lab I,,,X,,0.0,,,,,2025 Fall,
VOC ED294CE,,Introduction To Social Media - Wordpress Blogs,Introduction To Social Media for the Workplace,,X,,0.0,,,,"Transcript Abbreviation, Course Title, Indicate DE Approval in Affiliated Programs",2024 Fall,
VOC ED294CE,,Introduction To Social Media for the Workplace,,,X,,0.0,,,,,2025 Fall,
VOC ED329CE,,Lab Skills Enhancement for Vocational Nurses,,X,,,0.0,,,,,2025 Summer,
VOC ED339CE,,Career Focused Work Experience,,X,,,0.0,,,,,2026 Winter,
VOC ED369CE,,Everyday AI: Practical Skills for Work and Life,,X,,,0.0,,,,,2026 Winter,
VOC ED384CE,,EKG Technician,,,X,,0.0,,,,,2024 Fall,
VOC ED392CE,,Phlebotomy Certification Prep,,X,,,0.0,,,,,2024 Fall,
VOC ED393CE,,Introduction to Healthcare Careers: Pathways and Fundamentals,,X,,,0.0,,,,,2025 Summer,
VOC ED394CE,,Clinical Externship Orientation for Vocational Nursing,,X,,,0.0,,,,,2025 Summer,
VOC ED490CE,,Personal Trainer Certification Preparation,,X,,,0.0,,,,,2025 Fall,
VOC ED491CE,,Techniques of Strength Training and Group Exercise Instruction,,X,,,0.0,,,,,2025 Fall,
VOC ED492CE,,Kinesiology Internship Experience,,X,,,0.0,,,,,2025 Fall,
VOC ED540CE,,Culinary: Elements of Cooking Techniques,,X,,,0.0,,,,,2025 Summer,
VOC ED554CE,,Community Health Workers I - Introduction and Background,,X,,,0.0,,,,,2025 Summer,
VOC ED555CE,,"Community Health Workers II - Foundations, Ethics, and Best Practices",,X,,,0.0,,,,,2025 Summer,
VOC ED800CE,,Pathways to Careers in the Nonprofit Sector,Pathway to Careers in the Nonprofit Sector,,X,,0.0,,,,"Course Title, Indicate DE Approval in Affiliated Programs",2025 Fall,
VOC ED871CE,,Digital Media: Audio Storytelling,,,X,,0.0,,,,Indicate DE Approval in Affiliated Programs,2025 Fall,
VOC ED872CE,,Digital Media: Podcast Production & Live Streaming,Digital Media: Podcast Production and Live Streaming,,X,,0.0,,,,Indicate DE Approval in Affiliated Programs,2025 Fall,
VOC ED873CE,,Digital Media: Video Storytelling,,,X,,0.0,,,,Indicate DE Approval in Affiliated Programs,2025 Fall,
